,ngay,thaydoi,solenhmua,khoiluongdatmua,KLTB1lenhmua,solenhdatban,khoiluongdatban,KLTB1lenhban,chenhlechlenhmuavaban,symbol 
4,29/12/2020,17.3 (8.81 %)   ,2 ,200 ,100  ,4 ,"2,000 ",500  ,"-1,800",CC4
5,28/12/2020,15.9 (14.39 %)   ,2 ,400 ,200  ,2 ,600 ,300  ,-200,CC4
6,25/12/2020,13.9 (14.88 %)   ,3 ,"1,200 ",400  ,1 ,100 ,100  ,"1,100",CC4
7,24/12/2020,12.1 (0.00 %)   ,5 ,"13,100 ","2,620  ",4 ,"13,300 ","3,325  ",-200,CC4
8,23/12/2020,12.1 (14.15 %)   ,2 ,"21,000 ","10,500  ",1 ,100 ,100  ,"20,900",CC4
9,22/12/2020,10.6 (13.98 %)   ,4 ,"22,900 ","5,725  ",1 ,"1,900 ","1,900  ","21,000",CC4
10,21/12/2020,10.2 (14.61 %)   ,5 ,"23,500 ","4,700  ",3 ,300 ,100  ,"23,200",CC4
11,18/12/2020,8.9 (14.10 %)   ,1 ,"2,000 ","2,000  ",1 ,100 ,100  ,"1,900",CC4
12,17/12/2020,7.8 (0.00 %)   ,2 ,"7,000 ","3,500  ",0 ,0 ,NaN  ,"7,000",CC4
13,16/12/2020,7.8 (0.00 %)   ,1 ,"2,000 ","2,000  ",0 ,0 ,NaN  ,"2,000",CC4
14,15/12/2020,7.8 (0.00 %)   ,1 ,"2,000 ","2,000  ",0 ,0 ,NaN  ,"2,000",CC4
15,14/12/2020,7.8 (0.00 %)   ,1 ,"1,000 ","1,000  ",0 ,0 ,NaN  ,"1,000",CC4
16,11/12/2020,7.8 (0.00 %)   ,2 ,"2,100 ","1,050  ",0 ,0 ,NaN  ,"2,100",CC4
17,10/12/2020,7.8 (0.00 %)   ,1 ,"2,000 ","2,000  ",0 ,0 ,NaN  ,"2,000",CC4
18,09/12/2020,7.8 (0.00 %)   ,1 ,"2,000 ","2,000  ",0 ,0 ,NaN  ,"2,000",CC4
19,08/12/2020,7.8 (0.00 %)   ,2 ,"2,200 ","1,100  ",0 ,0 ,NaN  ,"2,200",CC4
0,07/12/2020,7.8 (-14.29 %)   ,2 ,"1,200 ",600  ,1 ,100 ,100  ,"1,100",CC4
1,04/12/2020,9.1 (0.00 %)   ,1 ,500 ,500  ,0 ,0 ,NaN  ,500,CC4
2,03/12/2020,9.1 (0.00 %)   ,1 ,"1,000 ","1,000  ",0 ,0 ,NaN  ,"1,000",CC4
3,02/12/2020,9.1 (0.00 %)   ,2 ,"1,100 ",550  ,0 ,0 ,NaN  ,"1,100",CC4
4,01/12/2020,9.1 (0.00 %)   ,2 ,"1,100 ",550  ,0 ,0 ,NaN  ,"1,100",CC4
5,30/11/2020,9.1 (-14.15 %)   ,3 ,"11,000 ","3,667  ",1 ,100 ,100  ,"10,900",CC4
6,26/11/2020,10.6 (0.00 %)   ,2 ,"1,000 ",500  ,0 ,0 ,NaN  ,"1,000",CC4
7,25/11/2020,10.6 (-14.52 %)   ,1 ,100 ,100  ,3 ,"1,800 ",600  ,"-1,700",CC4
8,24/11/2020,12.4 (0.00 %)   ,0 ,0 ,NaN  ,1 ,700 ,700  ,-700,CC4
9,20/11/2020,12.4 (-14.48 %)   ,1 ,200 ,200  ,3 ,"2,100 ",700  ,"-1,900",CC4
10,19/11/2020,14.5 (0.00 %)   ,1 ,200 ,200  ,3 ,"2,100 ",700  ,"-1,900",CC4
11,18/11/2020,14.5 (0.00 %)   ,2 ,"2,200 ","1,100  ",2 ,"2,000 ","1,000  ",200,CC4
12,17/11/2020,14.5 (0.00 %)   ,1 ,200 ,200  ,2 ,"1,100 ",550  ,-900,CC4
13,16/11/2020,14.5 (0.00 %)   ,0 ,0 ,NaN  ,2 ,"1,000 ",500  ,"-1,000",CC4
14,13/11/2020,14.5 (12.40 %)   ,2 ,"5,500 ","2,750  ",1 ,100 ,100  ,"5,400",CC4
15,12/11/2020,12.9 (14.16 %)   ,2 ,"5,500 ","2,750  ",1 ,100 ,100  ,"5,400",CC4
16,11/11/2020,11.3 (14.14 %)   ,3 ,"6,500 ","2,167  ",1 ,100 ,100  ,"6,400",CC4
17,10/11/2020,9.9 (-13.16 %)   ,3 ,"1,600 ",533  ,1 ,100 ,100  ,"1,500",CC4
18,09/11/2020,11.4 (0.00 %)   ,2 ,"1,500 ",750  ,0 ,0 ,NaN  ,"1,500",CC4
19,06/11/2020,0 (0.00 %)   ,1 ,500 ,500  ,0 ,0 ,NaN  ,500,CC4
0,05/11/2020,11.4 (-14.29 %)   ,2 ,"1,100 ",550  ,1 ,100 ,100  ,"1,000",CC4
1,04/11/2020,13.3 (0.00 %)   ,2 ,"1,500 ",750  ,1 ,900 ,900  ,600,CC4
2,03/11/2020,13.5 (6.30 %)   ,3 ,"11,500 ","3,833  ",3 ,"6,400 ","2,133  ","5,100",CC4
3,02/11/2020,12.8 (14.29 %)   ,4 ,"5,800 ","1,450  ",2 ,"5,100 ","2,550  ",700,CC4
4,30/10/2020,11.2 (-11.11 %)   ,2 ,"11,000 ","5,500  ",1 ,100 ,100  ,"10,900",CC4
5,29/10/2020,12.6 (-14.29 %)   ,2 ,"10,200 ","5,100  ",3 ,"10,700 ","3,567  ",-500,CC4
6,28/10/2020,14.7 (0.00 %)   ,2 ,"1,200 ",600  ,5 ,"13,500 ","2,700  ","-12,300",CC4
7,27/10/2020,14.7 (0.00 %)   ,2 ,700 ,350  ,0 ,0 ,NaN  ,700,CC4
8,26/10/2020,14.7 (14.84 %)   ,4 ,"7,300 ","1,825  ",2 ,600 ,300  ,"6,700",CC4
9,23/10/2020,12.8 (14.29 %)   ,2 ,"5,500 ","2,750  ",1 ,"1,000 ","1,000  ","4,500",CC4
10,22/10/2020,11.2 (-10.40 %)   ,3 ,"1,500 ",500  ,1 ,900 ,900  ,600,CC4
11,21/10/2020,12.5 (0.00 %)   ,1 ,"1,000 ","1,000  ",0 ,0 ,NaN  ,"1,000",CC4
12,20/10/2020,12.5 (0.00 %)   ,1 ,"1,000 ","1,000  ",0 ,0 ,NaN  ,"1,000",CC4
13,19/10/2020,12.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,900 ,900  ,-900,CC4
14,16/10/2020,12.5 (-11.35 %)   ,1 ,100 ,100  ,3 ,"2,000 ",667  ,"-1,900",CC4
15,15/10/2020,14.1 (0.00 %)   ,1 ,"2,000 ","2,000  ",3 ,"2,400 ",800  ,-400,CC4
16,14/10/2020,15.1 (12.69 %)   ,3 ,"3,800 ","1,267  ",4 ,"4,300 ","1,075  ",-500,CC4
17,13/10/2020,12.5 (0.81 %)   ,11 ,"40,700 ","3,700  ",14 ,"31,500 ","2,250  ","9,200",CC4
18,12/10/2020,12.4 (0.00 %)   ,4 ,"5,700 ","1,425  ",4 ,"3,000 ",750  ,"2,700",CC4
19,09/10/2020,12.4 (14.81 %)   ,2 ,"2,500 ","1,250  ",1 ,"1,000 ","1,000  ","1,500",CC4
0,08/10/2020,11.7 (0.00 %)   ,4 ,"2,500 ",625  ,3 ,"1,300 ",433  ,"1,200",CC4
1,07/10/2020,10.4 (-13.33 %)   ,4 ,"8,300 ","2,075  ",5 ,"7,800 ","1,560  ",500,CC4
2,06/10/2020,11.6 (-14.71 %)   ,3 ,"6,500 ","2,167  ",3 ,"6,500 ","2,167  ",0,CC4
3,05/10/2020,13.6 (14.29 %)   ,8 ,"16,400 ","2,050  ",4 ,"8,000 ","2,000  ","8,400",CC4
4,02/10/2020,11.9 (14.42 %)   ,1 ,"2,000 ","2,000  ",1 ,"1,000 ","1,000  ","1,000",CC4
5,01/10/2020,10.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
6,30/09/2020,10.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
7,29/09/2020,10.4 (0.00 %)   ,1 ,"1,000 ","1,000  ",0 ,0 ,NaN  ,"1,000",CC4
8,28/09/2020,10.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
9,25/09/2020,10.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
10,24/09/2020,10.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
11,23/09/2020,10.4 (0.00 %)   ,1 ,"5,100 ","5,100  ",0 ,0 ,NaN  ,"5,100",CC4
12,22/09/2020,10.4 (0.00 %)   ,1 ,"1,000 ","1,000  ",0 ,0 ,NaN  ,"1,000",CC4
13,21/09/2020,10.4 (14.29 %)   ,1 ,"5,100 ","5,100  ",1 ,100 ,100  ,"5,000",CC4
14,18/09/2020,9.1 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
15,17/09/2020,9.1 (40.00 %)   ,2 ,"4,600 ","2,300  ",1 ,100 ,100  ,"4,500",CC4
16,16/09/2020,6.5 (0.00 %)   ,2 ,"13,000 ","6,500  ",0 ,0 ,NaN  ,"13,000",CC4
17,15/09/2020,6.5 (0.00 %)   ,1 ,500 ,500  ,0 ,0 ,NaN  ,500,CC4
18,14/09/2020,6.5 (0.00 %)   ,1 ,500 ,500  ,0 ,0 ,NaN  ,500,CC4
19,11/09/2020,6.5 (0.00 %)   ,2 ,"2,500 ","1,250  ",0 ,0 ,NaN  ,"2,500",CC4
0,10/09/2020,6.5 (0.00 %)   ,3 ,"10,600 ","3,533  ",0 ,0 ,NaN  ,"10,600",CC4
1,08/09/2020,6.5 (0.00 %)   ,5 ,"4,600 ",920  ,0 ,0 ,NaN  ,"4,600",CC4
2,07/09/2020,6.5 (0.00 %)   ,6 ,"22,600 ","3,767  ",0 ,0 ,NaN  ,"22,600",CC4
3,04/09/2020,6.5 (0.00 %)   ,5 ,"16,400 ","3,280  ",0 ,0 ,NaN  ,"16,400",CC4
4,03/09/2020,6.5 (0.00 %)   ,5 ,"13,500 ","2,700  ",0 ,0 ,NaN  ,"13,500",CC4
5,01/09/2020,6.5 (0.00 %)   ,9 ,"16,000 ","1,778  ",0 ,0 ,NaN  ,"16,000",CC4
6,31/08/2020,6.5 (0.00 %)   ,10 ,"81,100 ","8,110  ",0 ,0 ,NaN  ,"81,100",CC4
7,28/08/2020,6.5 (0.00 %)   ,16 ,"53,200 ","3,325  ",0 ,0 ,NaN  ,"53,200",CC4
8,27/08/2020,6.5 (0.00 %)   ,6 ,"6,100 ","1,017  ",0 ,0 ,NaN  ,"6,100",CC4
9,26/08/2020,6.5 (0.00 %)   ,2 ,"1,500 ",750  ,0 ,0 ,NaN  ,"1,500",CC4
10,25/08/2020,6.5 (0.00 %)   ,4 ,"8,500 ","2,125  ",0 ,0 ,NaN  ,"8,500",CC4
11,24/08/2020,6.5 (0.00 %)   ,4 ,"9,500 ","2,375  ",0 ,0 ,NaN  ,"9,500",CC4
12,21/08/2020,6.5 (0.00 %)   ,1 ,"2,000 ","2,000  ",0 ,0 ,NaN  ,"2,000",CC4
13,20/08/2020,6.5 (0.00 %)   ,1 ,"2,000 ","2,000  ",0 ,0 ,NaN  ,"2,000",CC4
14,19/08/2020,6.5 (0.00 %)   ,1 ,"1,000 ","1,000  ",0 ,0 ,NaN  ,"1,000",CC4
15,18/08/2020,6.5 (0.00 %)   ,1 ,"4,000 ","4,000  ",0 ,0 ,NaN  ,"4,000",CC4
16,17/08/2020,6.5 (0.00 %)   ,3 ,"5,500 ","1,833  ",0 ,0 ,NaN  ,"5,500",CC4
17,14/08/2020,6.5 (0.00 %)   ,1 ,"2,000 ","2,000  ",0 ,0 ,NaN  ,"2,000",CC4
18,13/08/2020,6.5 (0.00 %)   ,1 ,"3,000 ","3,000  ",0 ,0 ,NaN  ,"3,000",CC4
19,12/08/2020,0 (0.00 %)   ,3 ,"9,500 ","3,167  ",0 ,0 ,NaN  ,"9,500",CC4
0,11/08/2020,6.5 (0.00 %)   ,4 ,"9,600 ","2,400  ",0 ,0 ,NaN  ,"9,600",CC4
1,10/08/2020,6.5 (0.00 %)   ,3 ,"5,400 ","1,800  ",0 ,0 ,NaN  ,"5,400",CC4
2,07/08/2020,6.5 (0.00 %)   ,2 ,"5,500 ","2,750  ",0 ,0 ,NaN  ,"5,500",CC4
3,06/08/2020,6.5 (0.00 %)   ,2 ,"5,400 ","2,700  ",0 ,0 ,NaN  ,"5,400",CC4
4,05/08/2020,6.5 (0.00 %)   ,4 ,"9,800 ","2,450  ",0 ,0 ,NaN  ,"9,800",CC4
5,04/08/2020,6.5 (0.00 %)   ,2 ,"9,000 ","4,500  ",0 ,0 ,NaN  ,"9,000",CC4
6,03/08/2020,6.5 (0.00 %)   ,5 ,"9,100 ","1,820  ",0 ,0 ,NaN  ,"9,100",CC4
7,31/07/2020,6.5 (-7.14 %)   ,2 ,"2,300 ","1,150  ",1 ,"1,000 ","1,000  ","1,300",CC4
8,30/07/2020,7 (0.00 %)   ,1 ,300 ,300  ,0 ,0 ,NaN  ,300,CC4
9,29/07/2020,7 (-4.11 %)   ,2 ,"4,800 ","2,400  ",1 ,"2,000 ","2,000  ","2,800",CC4
10,28/07/2020,7.3 (0.00 %)   ,1 ,200 ,200  ,0 ,0 ,NaN  ,200,CC4
11,27/07/2020,7.3 (-14.12 %)   ,1 ,"2,000 ","2,000  ",1 ,"2,000 ","2,000  ",0,CC4
12,24/07/2020,8.5 (-15.00 %)   ,1 ,500 ,500  ,1 ,500 ,500  ,0,CC4
13,23/07/2020,10 (0.00 %)   ,1 ,"5,600 ","5,600  ",0 ,0 ,NaN  ,"5,600",CC4
14,22/07/2020,10 (5.26 %)   ,1 ,"3,600 ","3,600  ",1 ,500 ,500  ,"3,100",CC4
15,21/07/2020,9.5 (2.15 %)   ,2 ,"1,700 ",850  ,1 ,500 ,500  ,"1,200",CC4
16,20/07/2020,9.3 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
17,17/07/2020,9.3 (0.00 %)   ,1 ,"2,700 ","2,700  ",0 ,0 ,NaN  ,"2,700",CC4
18,16/07/2020,9.3 (1.09 %)   ,4 ,"4,900 ","1,225  ",1 ,"1,000 ","1,000  ","3,900",CC4
19,15/07/2020,9.2 (-8.00 %)   ,3 ,"3,700 ","1,233  ",1 ,500 ,500  ,"3,200",CC4
0,14/07/2020,10 (0.00 %)   ,1 ,"2,200 ","2,200  ",0 ,0 ,NaN  ,"2,200",CC4
1,13/07/2020,10 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
2,10/07/2020,10 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
3,09/07/2020,10 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
4,08/07/2020,10 (0.00 %)   ,2 ,"3,700 ","1,850  ",0 ,0 ,NaN  ,"3,700",CC4
5,07/07/2020,9 (0.00 %)   ,7 ,"10,900 ","1,557  ",3 ,"2,400 ",800  ,"8,500",CC4
6,06/07/2020,9 (0.00 %)   ,3 ,"3,700 ","1,233  ",0 ,0 ,NaN  ,"3,700",CC4
7,03/07/2020,9 (4.65 %)   ,3 ,"3,300 ","1,100  ",1 ,500 ,500  ,"2,800",CC4
8,02/07/2020,8.6 (-10.42 %)   ,5 ,"9,900 ","1,980  ",2 ,"1,900 ",950  ,"8,000",CC4
9,01/07/2020,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
10,30/06/2020,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
11,29/06/2020,9.6 (0.00 %)   ,1 ,"2,000 ","2,000  ",1 ,"1,000 ","1,000  ","1,000",CC4
12,26/06/2020,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
13,25/06/2020,9.6 (6.67 %)   ,1 ,"2,000 ","2,000  ",1 ,"1,000 ","1,000  ","1,000",CC4
14,24/06/2020,9 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
15,23/06/2020,9 (-12.62 %)   ,1 ,"2,000 ","2,000  ",1 ,"1,000 ","1,000  ","1,000",CC4
16,22/06/2020,10.3 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
17,19/06/2020,10.3 (14.44 %)   ,1 ,"5,000 ","5,000  ",1 ,"5,000 ","5,000  ",0,CC4
18,18/06/2020,9 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
19,17/06/2020,9 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
0,16/06/2020,9 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
1,15/06/2020,9 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
2,12/06/2020,9 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
3,11/06/2020,9 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
4,10/06/2020,9 (-12.62 %)   ,1 ,"5,000 ","5,000  ",1 ,"2,000 ","2,000  ","3,000",CC4
5,09/06/2020,10.3 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
6,08/06/2020,10.3 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
7,05/06/2020,10.3 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
8,04/06/2020,10.3 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
9,03/06/2020,10.3 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
10,02/06/2020,10.3 (14.44 %)   ,2 ,"4,000 ","2,000  ",1 ,"1,000 ","1,000  ","3,000",CC4
11,01/06/2020,9 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
12,29/05/2020,9 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
13,28/05/2020,9 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
14,27/05/2020,9 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
15,26/05/2020,9 (12.50 %)   ,2 ,"7,300 ","3,650  ",3 ,"6,300 ","2,100  ","1,000",CC4
16,25/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
17,22/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
18,21/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
19,20/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
0,19/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
1,18/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
2,15/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
3,14/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
4,13/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
5,12/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
6,11/05/2020,8 (0.00 %)   ,1 ,"2,500 ","2,500  ",0 ,0 ,NaN  ,"2,500",CC4
7,08/05/2020,8 (0.00 %)   ,1 ,"1,000 ","1,000  ",0 ,0 ,NaN  ,"1,000",CC4
8,07/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
9,06/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
10,05/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
11,04/05/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
12,29/04/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
13,28/04/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
14,27/04/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
15,24/04/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
16,23/04/2020,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
17,22/04/2020,8 (14.29 %)   ,1 ,"1,000 ","1,000  ",1 ,300 ,300  ,700,CC4
18,21/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
19,20/04/2020,7 (0.00 %)   ,1 ,"4,700 ","4,700  ",0 ,0 ,NaN  ,"4,700",CC4
0,17/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
1,16/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
2,15/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
3,14/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
4,13/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
5,10/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
6,09/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
7,08/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
8,07/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
9,06/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
10,03/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
11,01/04/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
12,31/03/2020,7 (0.00 %)   ,1 ,"3,000 ","3,000  ",0 ,0 ,NaN  ,"3,000",CC4
13,30/03/2020,7 (0.00 %)   ,1 ,"5,000 ","5,000  ",1 ,"2,000 ","2,000  ","3,000",CC4
14,27/03/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
15,26/03/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
16,25/03/2020,7 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
17,24/03/2020,7 (-39.13 %)   ,1 ,"2,500 ","2,500  ",1 ,"1,000 ","1,000  ","1,500",CC4
18,23/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
19,20/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
0,19/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
1,18/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
2,17/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
3,16/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
4,13/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
5,12/03/2020,11.5 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,CC4
6,10/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
7,09/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
8,06/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
9,05/03/2020,11.5 (0.00 %)   ,1 ,"5,000 ","5,000  ",0 ,0 ,NaN  ,"5,000",CC4
10,04/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
11,03/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
12,02/03/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
13,28/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
14,27/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
15,26/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
16,25/02/2020,11.5 (0.00 %)   ,1 ,"5,000 ","5,000  ",0 ,0 ,NaN  ,"5,000",CC4
17,24/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
18,21/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
19,20/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
0,19/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
1,18/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
2,17/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
3,14/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
4,13/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
5,12/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
6,11/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
7,10/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
8,07/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
9,06/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
10,05/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
11,04/02/2020,11.5 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
12,03/02/2020,11.5 (-11.54 %)   ,1 ,"2,000 ","2,000  ",1 ,"1,000 ","1,000  ","1,000",CC4
13,31/01/2020,13 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
14,30/01/2020,13 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
15,22/01/2020,13 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
16,21/01/2020,13 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
17,20/01/2020,13 (1.56 %)   ,1 ,"5,000 ","5,000  ",1 ,"2,000 ","2,000  ","3,000",CC4
